,MealsOut,SchBkfst_0,SchBkfst_1,SchBkfst_2,SchLunch_0,SchLunch_1,SchLunch_2,NwkLunch,NwkBkfast,Milk30Days,SchMeal,NwkMeals,MilkType,GTot,GRefine,GWhole,VTot,VDrkGr,VRedOrTot,VRedOr,VTomato,VStarchTot,VStarchPot,VStarchOth,VOther,Legume,FTot,FCitMlB,FOther,DTot,DMilk,DYogurt,DCheese,PTot,Pmps,PMeat,PFrank,POrgan,PPoult,PFishLow,PFishHigh,PEgg,PSoy,PNut,Oils,SolidFat,AddSugars,Alcohol
0,1.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,3.09,2.345,0.744,0.666,0.0,0.04,0.0,0.04,0.48,0.48,0.0,0.147,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0,2.188,1.094,1.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,19.896,29.765,0.0
1,2.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,10.542,8.593,1.949,5.29,0.0,1.391,0.0,1.391,2.48,2.23,0.25,1.42,0.0,0.0,0.0,0.0,7.665,6.097,0.0,1.563,28.936,14.446,14.446,0.0,0.0,0.0,0.0,0.0,0.015,0.029,0.0,28.915,161.059,84.58,0.0
2,0.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,4.0,14.382,11.638,2.744,1.001,0.0,0.419,0.0,0.419,0.201,0.201,0.0,0.381,0.0,0.859,0.072,0.787,4.739,3.999,0.0,0.74,33.693,16.814,13.868,2.946,0.0,0.0,0.0,0.0,0.065,0.0,0.0,38.189,140.021,101.558,0.0
3,1.0,False,False,True,False,False,True,0.0,0.0,1.0,2.0,2.0,4.0,1.569,1.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.274,0.0,0.667,0.0,0.0,0.667,7.724,3.101,3.101,0.0,0.0,0.0,0.0,0.0,1.522,0.0,0.0,0.0,38.55,24.208,0.0
4,3.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,4.762,4.123,0.639,0.515,0.0,0.222,0.0,0.222,0.0,0.0,0.0,0.293,0.0,0.272,0.249,0.023,1.0,1.0,0.0,0.0,5.921,2.627,2.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,3.603,23.378,11.247,0.0
5,0.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,3.0,7.431,7.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.423,0.0,1.819,0.795,0.0,0.914,3.242,1.173,0.395,0.778,0.0,0.0,0.0,0.0,0.896,0.0,0.0,10.458,84.199,16.757,0.0
6,2.0,False,True,False,False,True,False,0.0,2.0,2.0,1.0,1.0,4.0,0.986,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.344,2.45,18.296,0.0
7,0.0,False,True,False,False,True,False,1.0,0.0,3.0,1.0,2.0,3.0,11.218,11.19,0.028,0.907,0.0,0.521,0.368,0.153,0.368,0.0,0.368,0.023,0.0,0.0,0.0,0.0,3.274,3.064,0.0,0.21,13.003,6.168,0.018,3.217,0.0,2.933,0.0,0.0,0.0,0.0,0.667,3.835,114.497,32.143,0.0
8,1.0,False,True,False,False,True,False,5.0,0.0,2.0,1.0,6.0,4.0,2.963,2.963,0.0,1.962,0.0,0.234,0.081,0.153,1.318,1.318,0.0,0.41,0.089,3.05,0.051,2.999,0.016,0.002,0.0,0.0,8.076,3.88,0.106,0.0,0.0,3.774,0.0,0.0,0.0,0.0,0.316,22.823,11.019,17.369,0.0
9,1.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,2.421,1.08,1.341,0.266,0.0,0.038,0.0,0.038,0.0,0.0,0.0,0.229,0.0,3.69,3.69,0.0,0.369,0.369,0.0,0.0,5.016,2.506,0.0,1.446,0.0,1.06,0.0,0.0,0.004,0.0,0.0,1.565,28.028,18.847,0.0
10,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,2.0,14.762,12.942,1.82,1.48,0.0,0.441,0.408,0.033,0.934,0.526,0.408,0.109,0.0,1.001,1.001,0.0,2.367,1.713,0.0,0.656,19.223,8.13,0.0,0.0,0.0,7.965,0.124,0.041,2.624,0.004,0.335,6.487,113.062,30.653,0.0
11,0.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,4.0,6.186,6.158,0.027,0.134,0.0,0.034,0.0,0.034,0.0,0.0,0.0,0.101,0.0,0.118,0.096,0.021,0.304,0.0,0.0,0.304,8.205,3.291,1.615,0.0,0.0,1.676,0.0,0.0,0.0,0.0,1.623,7.134,28.56,3.347,0.0
12,2.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,4.363,4.363,0.0,1.229,0.0,0.128,0.0,0.128,0.59,0.59,0.0,0.511,0.0,0.153,0.0,0.153,1.876,1.876,0.0,0.0,8.246,4.123,0.0,0.0,0.0,4.123,0.0,0.0,0.0,0.0,0.0,18.918,44.754,24.145,0.0
13,0.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,6.355,4.965,1.39,0.771,0.0,0.253,0.0,0.253,0.353,0.353,0.0,0.165,0.5,0.751,0.751,0.0,1.488,0.5,0.0,0.988,8.881,3.571,3.571,0.0,0.0,0.0,0.0,0.0,1.739,0.0,0.0,6.851,40.0,5.166,0.0
14,7.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
15,15.0,False,True,False,False,True,False,1.0,0.0,3.0,1.0,2.0,4.0,9.351,9.351,0.0,1.719,0.0,0.576,0.016,0.56,0.001,0.0,0.001,1.145,0.076,0.062,0.062,0.0,0.163,0.005,0.0,0.158,6.785,3.281,0.886,0.0,0.0,2.396,0.0,0.0,0.222,0.0,0.0,28.633,36.813,2.848,0.043
16,3.0,False,True,False,False,True,False,5.0,3.0,0.0,1.0,6.0,0.0,11.014,11.014,0.0,0.671,0.0,0.445,0.0,0.445,0.192,0.192,0.0,0.034,0.0,0.063,0.0,0.063,2.67,2.011,0.0,0.658,0.996,0.485,0.223,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.026,2.111,38.592,10.75,0.0
17,7.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,7.098,7.098,0.0,0.28,0.0,0.239,0.0,0.239,0.0,0.0,0.0,0.042,0.0,0.956,0.713,0.243,1.002,1.002,0.0,0.0,7.412,3.706,1.458,0.0,0.0,2.248,0.0,0.0,0.0,0.0,0.0,0.0,25.615,28.825,0.0
18,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,4.0,4.309,3.726,0.583,2.358,0.0,0.54,0.331,0.209,1.602,1.292,0.31,0.223,0.0,1.0,0.0,1.0,0.881,0.881,0.0,0.0,4.622,2.311,2.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.312,20.672,10.438,0.0
19,3.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,4.0,5.654,5.654,0.0,2.303,0.0,0.728,0.0,0.728,0.0,0.0,0.0,1.574,1.133,0.446,0.446,0.0,2.501,2.063,0.0,0.438,1.209,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,15.653,71.149,30.942,0.0
20,1.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,4.0,11.851,11.212,0.639,0.34,0.0,0.07,0.0,0.07,0.269,0.269,0.0,0.001,0.0,0.001,0.001,0.0,4.544,2.04,0.0,2.393,21.154,10.57,8.595,1.975,0.0,0.0,0.0,0.0,0.014,0.0,0.0,7.097,117.166,77.775,0.0
21,4.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
22,4.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,4.0,4.233,4.233,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,2.259,1.88,0.379,2.072,2.041,0.0,0.0,3.23,1.615,1.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.441,31.837,0.0
23,0.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,3.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
24,3.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,7.72,7.72,0.0,1.195,0.0,0.136,0.0,0.136,0.831,0.831,0.0,0.228,0.0,0.943,0.335,0.608,2.106,1.816,0.0,0.29,5.386,2.693,1.247,0.0,0.0,1.446,0.0,0.0,0.0,0.0,0.0,25.688,42.739,29.372,0.0
25,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,3.0,3.172,3.172,0.0,0.933,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.264,0.375,0.0,0.0,0.0,0.746,0.511,0.0,0.235,5.59,2.793,2.398,0.395,0.0,0.0,0.0,0.0,0.004,0.0,0.0,5.104,13.316,13.78,0.0
26,4.0,False,True,False,False,True,False,5.0,0.0,2.0,1.0,6.0,2.0,7.106,7.106,0.0,0.563,0.0,0.517,0.0,0.517,0.0,0.0,0.0,0.046,0.0,0.936,0.0,0.936,2.537,1.274,0.0,1.263,15.982,6.991,0.11,0.503,0.0,6.378,0.0,0.0,0.0,0.0,2.0,12.51,51.429,22.972,0.0
27,4.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,3.0,8.703,8.231,0.474,1.208,0.0,0.338,0.0,0.338,0.706,0.706,0.0,0.163,0.0,0.0,0.0,0.0,2.574,1.376,0.0,1.198,4.769,2.377,0.072,2.305,0.0,0.0,0.0,0.0,0.015,0.0,0.0,43.897,35.617,14.661,0.0
28,0.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,6.36,6.36,0.0,0.028,0.0,0.028,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,2.76,2.001,0.0,0.759,7.142,3.571,3.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.701,42.755,26.514,0.0
29,7.0,True,False,False,False,True,False,3.0,0.0,0.0,1.0,4.0,0.0,2.396,2.396,0.0,1.75,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.579,0.278,1.301,1.417,0.666,0.0,0.751,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,36.237,14.589,0.0
30,3.0,False,True,False,False,True,False,3.0,0.0,2.0,1.0,4.0,3.0,4.793,4.793,0.0,0.876,0.0,0.048,0.0,0.048,0.815,0.815,0.0,0.013,0.0,2.207,0.75,1.457,0.0,0.0,0.0,0.0,13.09,6.545,0.0,4.614,0.0,1.931,0.0,0.0,0.0,0.0,0.0,21.358,54.119,35.447,0.0
31,0.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,3.0,10.017,10.017,0.0,1.299,0.0,1.057,0.0,1.057,0.0,0.0,0.0,0.241,0.323,1.068,0.806,0.262,3.501,3.501,0.0,0.0,9.102,4.301,1.9,0.0,0.0,2.401,0.0,0.0,0.0,0.0,0.5,17.444,53.288,136.154,0.0
32,1.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,3.0,12.354,6.429,5.925,0.543,0.0,0.35,0.03,0.32,0.0,0.0,0.0,0.193,0.0,3.903,0.0,3.903,1.72,1.5,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.535,8.56,1.744,0.0
33,0.0,False,True,False,False,True,False,5.0,5.0,2.0,1.0,6.0,4.0,7.892,7.892,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,2.75,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.134,0.067,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,49.705,6.893,0.0
34,9.0,False,True,False,False,True,False,2.0,1.0,2.0,1.0,3.0,1.0,6.536,5.688,0.848,3.394,0.141,1.19,0.755,0.435,1.121,1.121,0.0,0.939,0.0,1.27,0.131,1.139,2.469,1.623,0.0,0.846,27.337,13.529,5.518,0.0,0.0,5.444,2.567,0.0,0.277,0.002,0.0,12.182,91.511,39.875,0.046
35,3.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,4.0,2.641,2.641,0.0,0.649,0.0,0.155,0.0,0.155,0.411,0.411,0.0,0.083,0.27,0.0,0.0,0.0,2.099,1.251,0.0,0.848,1.832,0.916,0.833,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,43.822,21.536,0.0
36,1.0,False,True,False,False,True,False,5.0,0.0,2.0,1.0,6.0,4.0,4.5,4.5,0.0,1.352,0.0,0.222,0.0,0.222,0.25,0.0,0.25,0.88,0.0,0.0,0.0,0.0,2.538,1.204,0.0,1.334,12.114,6.057,2.107,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907,27.047,23.208,5.004
37,0.0,False,False,True,False,False,True,0.0,0.0,1.0,2.0,2.0,4.0,5.214,3.936,1.278,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.001,0.001,0.0,0.67,0.663,0.0,0.0,10.192,5.089,0.0,0.787,0.0,4.302,0.0,0.0,0.014,0.0,0.0,7.072,28.308,20.049,0.0
38,0.0,True,False,False,False,True,False,3.0,0.0,3.0,1.0,4.0,2.0,9.9,9.9,0.0,0.085,0.0,0.084,0.0,0.084,0.0,0.0,0.0,0.001,0.0,1.376,1.376,0.0,1.265,1.265,0.0,0.0,8.198,4.052,0.0,1.764,0.0,2.288,0.0,0.0,0.0,0.094,0.0,0.0,41.327,47.688,0.0
39,2.0,False,True,False,False,True,False,5.0,2.0,2.0,1.0,6.0,4.0,5.055,5.055,0.0,1.051,0.056,0.046,0.026,0.02,0.589,0.529,0.06,0.359,0.0,0.0,0.0,0.0,0.422,0.14,0.0,0.282,14.575,7.042,1.22,0.0,0.0,5.824,0.0,0.0,0.488,0.001,0.0,23.951,19.886,14.106,0.0
40,1.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,3.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
41,21.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,10.762,10.762,0.0,2.544,0.0,0.71,0.0,0.71,1.442,1.442,0.0,0.392,0.0,0.04,0.04,0.0,2.109,0.184,0.0,1.925,13.951,6.945,2.92,0.17,0.0,3.855,0.0,0.0,0.061,0.0,0.0,32.383,100.248,34.373,0.0
42,2.0,False,True,False,False,True,False,3.0,5.0,3.0,1.0,4.0,4.0,4.036,3.498,0.538,0.883,0.0,0.15,0.0,0.15,0.641,0.641,0.0,0.092,0.0,0.25,0.25,0.0,2.0,2.0,0.0,0.0,12.944,6.461,0.0,0.0,0.0,6.461,0.0,0.0,0.022,0.0,0.0,10.13,30.818,11.6,0.0
43,1.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,6.845,6.845,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,1.874,0.0,1.874,4.191,2.626,0.0,1.565,13.551,6.768,6.768,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,7.297,59.122,57.218,0.0
44,5.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,4.0,9.759,9.051,0.71,0.085,0.0,0.084,0.0,0.084,0.0,0.0,0.0,0.001,0.0,2.376,1.376,1.0,1.507,1.037,0.0,0.47,8.97,4.485,3.492,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,95.462,46.585,0.0
45,2.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,3.0,4.655,4.655,0.0,1.217,0.0,0.559,0.0,0.559,0.321,0.321,0.0,0.337,0.0,0.0,0.0,0.0,1.161,0.124,0.0,1.037,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.23,24.899,0.0
46,1.0,False,True,False,False,True,False,3.0,0.0,3.0,1.0,4.0,3.0,3.595,3.207,0.388,0.592,0.0,0.189,0.054,0.135,0.263,0.25,0.013,0.14,0.971,0.308,0.308,0.0,1.355,1.342,0.0,0.013,9.334,4.667,0.369,0.0,0.0,4.298,0.0,0.0,0.0,0.0,0.0,14.57,21.856,17.209,0.0
47,1.0,False,True,False,False,True,False,5.0,2.0,1.0,1.0,6.0,3.0,11.244,10.765,0.479,1.176,0.0,0.521,0.0,0.521,0.0,0.0,0.0,0.655,0.0,1.8,0.0,1.8,0.52,0.508,0.0,0.012,5.303,2.64,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.02,3.788,36.655,32.674,0.0
48,0.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,4.0,6.965,6.965,0.0,2.25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.25,0.0,2.205,1.642,0.563,2.266,1.251,0.0,1.015,6.155,2.398,0.0,0.0,0.0,0.0,2.398,0.0,0.88,0.0,0.479,1.028,71.646,12.51,0.0
49,5.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,3.544,3.544,0.0,0.781,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.773,0.0,3.498,0.0,3.498,1.529,1.528,0.0,0.0,9.626,4.769,1.502,1.481,0.0,1.786,0.0,0.0,0.062,0.0,0.026,7.635,12.683,38.317,0.0
50,14.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,10.22,9.255,0.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.029,2.753,0.276,1.725,1.0,0.0,0.725,5.052,2.091,0.0,2.091,0.0,0.0,0.0,0.0,0.87,0.0,0.0,19.117,47.498,41.064,0.0
51,0.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,3.0,8.329,7.816,0.513,1.105,0.0,0.64,0.0,0.64,0.206,0.206,0.0,0.257,0.0,0.814,0.326,0.492,2.126,1.731,0.0,0.395,8.404,3.62,1.681,0.159,0.0,1.785,0.0,0.0,1.109,0.0,0.05,0.886,60.176,8.816,0.0
52,0.0,False,False,True,False,False,True,0.0,0.0,0.0,2.0,2.0,0.0,7.777,7.777,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,2.628,2.628,0.0,0.046,0.046,0.0,0.0,13.245,6.524,0.0,0.0,0.0,4.77,1.754,0.0,0.08,0.001,0.116,19.056,14.16,4.668,0.051
53,1.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
54,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,4.0,6.55,6.04,0.0,0.88,0.0,0.2,0.0,0.15,0.097,0.0,0.0,0.145,0.0,0.38,0.03,0.0,1.47,0.58,0.0,0.49,5.29,3.479,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,15.85,37.902,20.416,0.0
55,1.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,4.0,5.024,5.024,0.0,0.685,0.0,0.0,0.0,0.0,0.088,0.088,0.0,0.597,0.461,0.848,0.643,0.205,2.116,0.765,0.0,1.351,8.238,1.165,0.0,1.165,0.0,0.0,0.0,0.0,0.758,0.0,5.15,24.307,89.258,33.676,0.0
56,1.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,5.906,5.906,0.0,0.859,0.0,0.558,0.0,0.558,0.0,0.0,0.0,0.298,0.0,0.549,0.0,0.549,2.107,0.0,0.0,2.107,5.958,2.979,0.95,0.0,0.0,2.029,0.0,0.0,0.0,0.0,0.0,2.256,32.655,8.482,0.0
57,0.0,False,True,False,False,True,False,1.0,1.0,2.0,1.0,2.0,3.0,4.339,4.172,0.167,0.824,0.0,0.186,0.043,0.143,0.584,0.584,0.0,0.053,0.0,2.675,2.551,0.124,1.489,0.501,0.0,0.988,6.341,3.171,1.44,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.145,45.587,0.0
58,0.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,4.704,4.704,0.0,1.861,0.0,0.395,0.101,0.294,1.027,0.704,0.323,0.434,0.0,3.153,1.499,1.654,0.808,0.808,0.0,0.0,4.56,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.051,8.388,0.0
59,2.0,False,True,False,False,True,False,5.0,3.0,3.0,1.0,6.0,4.0,5.351,5.018,0.333,1.05,0.0,0.117,0.0,0.117,0.641,0.641,0.0,0.292,0.329,2.514,2.514,0.0,3.698,3.501,0.0,0.197,3.958,1.979,1.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,69.408,15.016,0.0
60,1.0,False,True,False,False,True,False,0.0,2.0,3.0,1.0,1.0,4.0,6.824,6.035,0.789,1.245,0.0,1.11,0.0,1.11,0.0,0.0,0.0,0.128,0.0,2.876,0.0,2.876,3.565,1.0,0.0,2.565,22.228,11.114,6.458,0.0,0.0,4.656,0.0,0.0,0.0,0.0,0.0,0.0,54.106,3.088,0.0
61,5.0,False,True,False,False,True,False,0.0,0.0,2.0,1.0,1.0,2.0,8.293,8.293,0.0,1.693,0.0,0.569,0.0,0.569,1.09,1.09,0.0,0.034,0.0,0.0,0.0,0.0,0.858,0.0,0.0,0.858,8.319,4.159,2.7,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.415,76.411,76.334,0.0
62,5.0,False,True,False,False,True,False,3.0,0.0,3.0,1.0,4.0,3.0,29.613,29.377,0.237,5.129,0.061,1.602,0.025,1.577,1.831,0.889,0.942,1.636,1.021,1.149,0.001,1.148,6.132,4.108,0.0,2.022,38.518,17.344,9.35,5.788,0.0,2.213,0.0,0.0,2.339,0.063,1.421,66.181,216.835,125.018,0.0
63,5.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,6.439,6.439,0.0,1.012,0.0,0.198,0.0,0.198,0.5,0.0,0.5,0.313,0.0,0.196,0.129,0.067,0.269,0.079,0.0,0.142,11.843,5.878,2.659,0.0,0.0,3.219,0.0,0.0,0.087,0.0,0.0,27.454,35.627,13.093,0.0
64,2.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,4.0,9.094,9.094,0.0,0.743,0.0,0.475,0.0,0.475,0.0,0.0,0.0,0.268,0.0,2.592,2.56,0.031,1.447,0.0,0.0,1.447,7.275,3.637,3.283,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509,56.189,38.132,0.0
65,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,3.0,16.182,12.838,3.345,4.168,0.0,1.311,0.0,1.311,2.752,2.752,0.0,0.105,0.0,0.289,0.289,0.0,4.785,4.511,0.0,0.274,3.979,1.987,1.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,64.332,107.727,86.465,0.0
66,1.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,5.283,5.283,0.0,0.211,0.0,0.056,0.0,0.056,0.0,0.0,0.0,0.155,0.567,0.0,0.0,0.0,1.281,0.764,0.0,0.517,17.936,8.968,6.993,1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,47.733,19.528,0.0
67,0.0,False,True,False,False,True,False,0.0,0.0,3.0,1.0,1.0,3.0,7.933,7.529,0.403,0.468,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.218,0.0,3.192,2.192,1.0,4.347,3.313,0.0,1.034,14.465,6.818,0.222,6.596,0.0,0.0,0.0,0.0,0.045,0.008,0.776,24.241,45.73,9.034,0.0
68,3.0,False,True,False,False,True,False,3.0,3.0,3.0,1.0,4.0,4.0,9.649,9.608,0.042,0.941,0.0,0.375,0.0,0.375,0.45,0.45,0.0,0.116,0.425,7.533,7.371,0.162,2.644,2.188,0.0,0.456,4.372,2.186,2.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.104,57.663,54.894,0.0
69,0.0,False,True,False,False,True,False,5.0,5.0,2.0,1.0,6.0,4.0,1.299,0.72,0.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,22.216,3.244,0.0
70,0.0,False,True,False,False,True,False,5.0,5.0,3.0,1.0,6.0,4.0,4.422,4.413,0.009,0.509,0.0,0.501,0.0,0.501,0.0,0.0,0.0,0.008,0.0,0.36,0.234,0.126,0.0,0.0,0.0,0.0,6.764,3.382,0.0,3.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,46.37,29.816,0.0
71,0.0,False,False,True,False,False,True,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.001,0.133,0.0,0.0,0.0,0.0,1.998,0.988,0.0,0.988,0.0,0.0,0.0,0.0,0.022,0.0,0.0,10.091,1.951,18.996,0.0
72,1.0,False,True,False,False,True,False,5.0,0.0,3.0,1.0,6.0,3.0,17.034,17.034,0.0,0.978,0.0,0.895,0.0,0.895,0.0,0.0,0.0,0.078,0.0,0.35,0.327,0.023,2.799,0.604,0.0,2.195,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,7.097,43.349,25.353,0.0
73,10.0,False,True,False,False,True,False,3.0,0.0,1.0,1.0,4.0,4.0,13.458,13.458,0.0,1.319,0.0,1.211,0.0,1.211,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,3.963,1.0,0.0,2.963,9.81,4.905,0.256,1.172,0.0,3.477,0.0,0.0,0.0,0.0,0.0,25.446,75.969,21.6,0.0
74,3.0,False,False,True,False,False,True,0.0,0.0,2.0,2.0,2.0,3.0,4.271,4.271,0.0,0.124,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,8.318,3.513,1.538,1.975,0.0,0.0,0.0,0.0,0.086,0.0,1.206,5.063,8.621,43.636,0.0
